f08924a4 AbilityHaste
69400df7 ScriptHistoryIsAStack
ca504a1d ScrollDirection
dcf513e8 ScrollRegionElement
dfc96107 ScrollSpeed
90adba64 ScrollingScene
3c99e7ed SearchIconDefinition
f9205db4 SearchTags
8dbf769e SearchTagsSecondary
cb7a6a6b SearchViewPaneDefinition
c26c72f8 SecondSelectionAnimationDelay
f95bc325 SecondaryAbilityResource
26e561fa SecondaryAbilityResourceBar
8fd9f6e7 SecondaryEpicness
44893c99 SecondaryQuest
e431b198 SecondaryResourceHudDisplayData
5161d08f Segments
6217a7bf SelectedClickedStateElements
bb93399a SelectedHoverStateElements
9c515f95 SelectedIcon
2b7c8c37 SelectedLineSizePx
59d93fa2 SelectedOffsetY
46564588 SelectedStateElements
e71785a8 SelectedVfx
34495375 SelectionButtonDelayTime
eb5e3232 SelectionHeight
54642500 SelectionIcon
77b9f839 SelectionPriority
50713aa3 SelectionRadius
8a3aa07b SelectivelyClearActiveSpellOnTargetInRange
645ba277 Self
c36777a6 SelfCbChampSpecificHealthSuffix
37ac4321 SelfChampSpecificHealthSuffix
252f6884 SelfIllumination
0708c71e SelfMagicalDamageCounter
123457f2 SelfMitigationLog
4f561671 SelfPhysicalDamageCounter
c535a9cb SelfSlot
92ac539a SelfTrueDamageCounter
46493f5f SellBackModifier
595071d4 SellButtonDefinition
3c43ef68 Sequence
f9f16781 Sequences
1941e0d6 SequentialAutoAttackAnimations
47061567 ServerSendRevealToCastTargets
22c5e738 SetDestroyedInFlightWhenDestroyedForTarget
68c3f356 SetManually
6564a4bc SettingsButton
6f1b97bb SettleTime
652d264e SfxAsyncBank
fe851cf9 SfxAsyncBankAssetPath
2cfb59e5 SfxAsyncBankPath
1ce302a2 SfxBank
f421562d SfxBankAssetPath
a9c56581 SfxBankPath
355d5568 Shader
e6d67ded ShaderMacros
6e793144 ShadowColor
18a801ba ShadowDepthX
19a8034d ShadowDepthY
ecb4d4be ShadowMapPath
a5657958 ShadowMapUvScaleAndBias
e1d2d762 ShakeBox
b657fa5d ShakeDuration
dee4f011 ShakeFrequency
e69cdc70 ShakeReferenceResolution
91193f20 ShakeTriggerPercent
9dc3d926 Shape
337519b0 Shield
e8373186 ShieldBonusDamage
ca073dd7 ShopExtendedTooltip
1732b0f4 ShopUndoRulesSpike
7d94eaf6 ShortName
cf3ba016 ShouldAlwaysTargetEnemy
9a863eb9 ShouldRandomizeIdleAnimPhase
b1908ca2 ShowAbilityResource
42076e94 ShowInLolGame
442474e9 ShowInLolReplay
420c4abd ShowInTftGame
1dde7980 ShowInTftReplay
99056909 ShowMinimapIconBorders
e4fd9145 ShowOn
48261632 ShowOnPlatform
c7e4b297 ShowPar
498f93ad ShowRegen
09373493 ShowWhileUntargetable
ce294716 Shown
babd29b2 ShrinkScale
a63b7e89 ShrinkTime
790c294e Shuffle
6738f8e3 SidegradeItemLinks
739daafc SignOutButton
62d5d0b0 Significance
b773918c Silence
b2eeb038 Silenced
a266b80f SilhouetteAttachmentAnim
6781e762 SimpleEmitterDefinitionData
f71a4099 SimpleMeshName
d6a00df6 SimpleSkin
ad345dd6 SingleValue
b14c976e Skeleton
7012f6cd SkeletonName
baba9c4e SkillOrder
336b65b8 Skin
426d89a3 SkinAnimationProperties
5519cf99 SkinAudioNameOverride
8f7b194f SkinAudioProperties
a63ebd41 SkinBasedRelativeColorScheme
87225880 SkinClassification
62439ca0 SkinData
bc59324a SkinFilter
7b34fa25 SkinId
4a661562 SkinIds
45ff5904 SkinMeshProperties
514b1c48 SkinParent
6f1dd68b SkinRarityOverride
a1f805da SkinScale
68f2b69c SkinUpgradeData
0e461aec SkipDrawToonInking
14854159 SkipVoOverride
0a65794d SkyLightColor
b39b0430 SkyLightScale
0a5eb702 SliceTechniqueRange
025ebeb6 SliderClickedState
3da59d59 SliderHitRegion
f75a6d4d SliderIcon
37dd352b SliderKey
70954771 Slot
366ba559 SlotType
6d9542b8 Slow
99f1b03a SocialButton
763e4b15 SoftDisabled
bfb0efdd SoftParticleParams
3eec020d SortedByKeys
ebac5e4c SoulGivenOnDeath
0e0d9594 Sound
cbfb033d SoundAssets
0262b4a7 SoundEventName
a30565cd SoundEvents
6cfc6633 SoundKey
a059ebf8 SoundOnActivate
e0c375ae SoundOnCreateDefault
9406ff56 SoundOnCreateName
03406fbb SoundOnDeActivate
5a6a73e2 SoundPersistentDefault
9abefc6a SoundPersistentName
7e67db69 SourceIcon
a5da5d81 SourceMaterial
f6647cd6 SourceResolutionWidth
462ba792 SourceResolver
6a3aedd7 SpaceBetweenIcons
f417c08e SpawnSkinOffset
cb47df8f SpawningSkinOffsets
d940d530 Special
afadcb3f SpecialOfferButtonDefinition
fbd72d16 SpecialOfferController
071eb8be SpecialRecipe
18cef10d SpeciesLink
e658872c SpectatorPolicy
a3b8a1a8 SpectatorSoundKey
be73c6e0 Specular
7b80c780 Speed
96a3b0a9 SpeedDegrees
bca4dce5 SpellBlockPerLevel
81e35eaf SpellDamageRatio
f66eee99 SpellData
52fde74f SpellDataValues
da510d6f SpellFxOverrideSkins
9b601778 SpellLevelUpInfo
822e38a2 SpellName
bfc37103 SpellNames
164a99e3 SpellPreloads
1e264f00 SpellResetFlashFadeDuration
7c769ee0 SpellResetFlashScaleDownDuration
912789e1 SpellResetScaleMultiplier
8b2a728d SpellToggleSlot
e7fa2b10 SpellVoOverrideSkins
74f5d6ce Spells
a3bd0d60 SplineInfo
864343c8 SplineWidth
18685ca4 SponsorMaterial
d81f2eaf SponsorTexturePath
67642e99 SpotModChampions
2c59f278 SpotModDragonAndSpider
38ab5e51 SpotlightDeathVfx
c2067b80 SpotlightEogStatsLogging
bd04b6be SpotlightHealthbar
dea2ae01 SquareIconTexturePath
a0958d01 SrcAlphaBlendFactor
22c0c7d0 SrcColorBlendFactor
85f5e202 SruRiftHerald
ee2b8eac StacksExclusive
04a101fa Stages
796f0c37 StandaloneLoadoutIcon
431c9a7a StandaloneLoadoutsIcon
f97c4fb3 StandaloneLoadoutsLargeIcon
30590198 StarShardsButton
652b04df Start
7ce54f01 StartAlpha
826cd95e StartDelay
3edc338f StartDisabled
8349743d StartEvent
76f8ad24 StartFrame
a2957722 StartFrameMult
c85cceeb StartLocator
bcf77154 StartOffsetX
bdf772e7 StartOffsetY
8a708dee StartTime
62246441 StartingJointForTrailFollowTemp
e84fe8d3 StatComponents
fbefb0a6 StatFilters
b3db383c StatFormulas
95d2c754 StatName
06583366 StatStoneMilestoneData
63719185 StatStoneSets
cb67a17d StatStones
8a544bcf StatType
ba72875f States
03a46b6b StaticSwitch
3291437b StaticSwitches
03534fec StatusName
97a78d34 StencilCompareFunc
445cbefc StencilEnable
dcb9e030 StencilFailOp
b68bc527 StencilMask
1aef807c StencilMode
b06c36e4 StencilPassDepthFailOp
599391f5 StencilPassDepthPassOp
7b43e2ec StencilRef
cd909507 StencilReferenceVal
59939874 StickyDrag
77a4e581 StoneName
daf2f7a2 StopAttackVerifiesSpell
73d3ba3f StopEvent
d5241087 StoreButtonDefinition
6fe9cf64 StoreCategoryButtonDefinitions
6086f717 StoreDisplayName
56b8abdb StoreOverlayImage
122c3a82 StormColoration
e07a18b0 Strength
6e720d2b String1
6f720ebe String2
dd6cdf21 Stun
67a830a4 Stunned
ac307ed6 Style
b5575dbf Styles
30edbb67 SubMeshName
aad7612c Submesh
2d7b4ab4 SubmeshRenderOrder
1346a34f SubmeshesToDraw
2d34b89e SubmeshesToDrawAlways
a77beff4 SubmitButtonDefinition
b8cdd565 SumMultipleRoundsAtEog
190dc699 SummonerBadges
b0341f56 SummonerEmoteId
c96668fb SummonerEmoteTroyFile
8e38f1e8 SummonerEmotesV2
730838d6 SummonerIconToTeamLookup
e04e3f61 Sun
664a1f44 SunColor
e1907cf6 SunDirection
087253d7 Suppressed
fe433d18 Suppression
8bddc3a9 SuppressionIcon
09c4fe2c SurfaceAreaToShadowMapScale
bedae0ce SwapData
a2054c01 SwitchData
dd7ddb9d Switches
491e0a9c System
e4f768f6 SystemScale
9509a9f4 SystemTagEventList
5fc76f67 SystemTranslation
094b363d Systems
96650108 TabButton
3bae3969 TabButtonDefinition
e2db859f TabNameTraKey
4a9c9bdf Table
8799ac14 TableValue
0c1dcd2d Tabs
95f72993 Tag
d65bac4d TagEventList
4c6966c6 TagToEnableSpawnSkinOffset
f416eba0 Tags
da428935 TargetBoneName
c781dd3c TargetEffectDefinition
31ee2bf7 TargetLaserEffects
61272aeb TargetName
e66467df TargetObject
2d8bf2fb TargetPosition
bc9c8463 Taunt
832871a2 Taunted
a2fd7d0c Team
cf4eea7a TeamFightData
3c83f301 TeamId
59b2e247 TeamName
0559e95d TeamPlannerButtonDefinition
844f384e Techniques
a6a7c844 TempAmbientColor
99f9c59d Temp_RenderThisSkinWithMaterials
694aaa0b Template
2d38abc6 TemplateDefinition
c2e98f06 TerrainPaintTexturePath
324f9f10 TexAddressModeBase
5b249407 TexAddressModeMult
86a84509 TexDiv
164b5733 TexDivMult
d641623f TexSize
bee64fd1 TexU
bbe64b18 TexV
4a29d0a1 TextColor
eec29756 TextElement
15acf82a TextField
6c4123a5 TextKey
ce1d60e6 TextTraKey
3c6468f4 Texture
4b81f97a TextureAddressModeBase
820a68af TextureArcOverrideName
21d16ae1 TextureBaseMaxGrowName
283bbd0a TextureBaseOverrideName
f3c5e52f TextureConeMaxGrowName
dce6908c TextureConeOverrideName
e502c1dc TextureData
85f62682 TextureFile
75caa256 TextureLow
5a5101ae TextureMaxGrowName
2f2e99f2 TextureMult
b311d4ef TextureName
16c24bfe TextureOrientation
9430c6d7 TextureOverrideName
f0a363e3 TexturePath
6311ca49 TextureRadiusOverrideName
2c148d65 TextureSuffix
e04e5e7d TextureTargetMaxGrowName
4436d736 TextureTargetOverrideName
e2fed020 TextureUs
eb011b4f TextureVs
c1ef7bb3 TextureWallOverrideName
99108c85 Textures
a8dc4ac3 TftGameType
357f3c83 TftUnitLabel
507b3ae8 TheSwitch
a8f277f2 Theme
69b3092e ThemeList
53ad3c01 ThemeMusic
eda78f54 ThemeMusicId
5595d8b2 ThemeMusicState
d1bbe145 ThemeMusicStateGroup
3dcca922 ThemeMusicTransitionEvent
8cd28ecb ThemeMusicTransitionId
6d0fa515 Thickness
5644c61a ThicknessOffset
03a37dff ThresholdIndicatorRanges
49e6e09c ThrottleLimit
6f13a3fd ThrottlerData
5c51b509 Tier
97fa2c9d TierButton
17d9c5ce TimeActiveDuringPeriod
22e763bc TimeBeforeFirstEmission
4067a66e TimeDilation
7bd48f4e TimeToNotTrollPingCorpses
819aa879 TimerCountdownDuration
2df21909 TimerCountdownWarningStart
126e61cf TimerEnabled
8eba997b TimerSyncForReplay
5d68eeb5 Times
b52f0137 Timing
88e125fe Tips1
87e1246b Tips2
86e122d8 Tips3
9865b509 Title
8a555d20 TitleKey
2e5b1065 ToSlotId
4411eb7d ToggleShopButton
cef47d3f TooltipDelay
d6b7a622 TooltipOnly
5ff07ba8 TooltipTraKey
fb014d9a TopCenterOffset
7b4ebcc4 TopIconSize
a6517bab TotalNumberOfFrames
61246780 TowerBurstData
62f83433 TowerCfhRadius
91401571 TowerTargetingEffect2DeathDefinition
d9bf88d3 TowerTargetingEffect2Definition
51d8e2ad TowerTargetingEffectDefinition
678f8050 TowerTargetingPriorityBoost
b157685d TraKey
919de1f4 TrackDuration
88d10c22 TrackObjectiveSteal
33be3414 TrackingType
810cab86 TrailCutoff
f242e5df TrailMaxAddedPerFrame
ce17c84c TrailMode
6ab3a678 TrailSmoothingMode
ec3accba TrailSmoothingOn
053a1f33 TraitData
b10ce033 TraitList
88612808 Traits
76de0c0d TraitsPerRow
e1ad931b Transform
8f80acad TransitionIn
b077b518 TransitionMaxAlpha
9200c8ce TransitionMinAlpha
a85dbde5 TransitionOffset
768e1c18 TransitionSample
c697af1f TransitionSource
18258575 TransitionTexture
2686a483 TransitionTime
8d6d21cf Transitional
b36cff34 TranslationOverride
7cd54d45 TriggeredFromScript
e241a860 TrueDamage
d5ce2141 TrueDamageCritical
0ea89fb1 TutorialRecItems
5127f14d Type
7b285eed TypeData
a8953bd8 TypeId
33c02d93 TypeIndex
1cbde0ff UScrolling
af2504aa UiSound
36cff9c0 Ult
86716d77 UnSlowable
8ce04c3d UncensoredIconCircles
a5f167ec UncensoredIconSquares
3366a183 UncensoredImages
7ccc9292 UncensoredLoadscreens
4c914c8d UncensoredTextures
e582347f Underline
3d304c52 UndoButtonDefinition
bca3d385 UnifiedClock
ffe79444 UnifiedDeathEffect
e8b51a07 Unit
74908e87 UnitBarKey
3fcb5693 UnitHealthBarStyle
144aef5a UnitTags
30d4aa13 UnitTagsString
67b2a462 UnitUpgrades
8d0b4568 UnitsOnlyMoveForward
a9f84744 UnlimitedSpellBuffs
e8eebaa7 UnpurchaseableOverlay
68f017fa Unstoppable
98337779 UntargetableAlpha
952a8343 UntargetableSpawnTime
2ed9dd77 UpdateCameraBeforeParticles
7fb53f7b UpdateOnDrag
d53df2e7 UpgradeButton
b6260380 UpgradeErrorText
0f609c14 UpgradeInfoText
af2b5cc2 UpgradePassButton
96f48c90 UpgradeText
7c509957 UpgradeTierButton
8f449c8b UsableInStore
39e0b364 UseAStringFormatInChat
8f364f0f UseAnimationProperties
d13b3d08 UseAnimatorFramerate
8cdd66cd UseAsyncChatClient
cf1950ea UseAtBoundingCircles
3ff1099b UseAudioProperties
7c00598c UseAvatarPose
48492395 UseBetaRenderingObject
46d4e3a7 UseBloom
a831bcc1 UseCasterBoundingBox
9bebac29 UseCharHealthBarHeightProperty
47fbd763 UseCharacterMaterials
864378d5 UseCooldownSpellSlot
fe0887d7 UseDefaultPerksOnError
2f5ec4dd UseEffect
7ba817e9 UseEmissionMeshNormalForBirth
68c19c7c UseEnvironmentBloom
a1928fd9 UseExplicitLists
23eeffe4 UseGameObjectIdsInLua
a7dd8c85 UseGdsBinaries
668adc6f UseGdsCvars
2349df32 UseGlobalLineIndicator
5826f907 UseHeightScale
43e9e8dd UseHeroSpellName
5a17fe18 UseKeywordsForVfxOwner
507ce4f6 UseLegacyDamageFlow
f2b372e3 UseLingerAcceleration
1af87706 UseLingerColor
b3461c05 UseLingerDrag
26b4e623 UseLingerErosionDriveCurve
de5b1cd9 UseLingerRotation
5e4d31b7 UseLingerScale
3293b7b0 UseLingerVelocity
4e8e8149 UseMaterialsForCharacterPasses
5304c905 UseMaterialsForLegacyMaps
dddde180 UseNavmeshMask
390eecf7 UseNewAssistBbEvent
2e8c1941 UseNewAttackSpeed
f979f06d UseNewBountyTech
fa56622f UseNewFireBbEvents
0831adb6 UseNewParticleVisibilityLogic
4ce24bb7 UseNewSkinnedObjectOnAiBase
b6e35b92 UseNewX3dSkinnedMesh
4c24bf18 UseParticleMaterials
5d630ffb UsePerksInsteadOfRunesAndMasteries
ec6dac89 UseRiotRelationships
b9051512 UseRiotRelationshipsForAllUnits
5cf481e7 UseSimpleScaling
593de42d UseSpellName
40a72e5c UseSpellOriginationForSpellShields
9b2b6c65 UseSurfaceNormalForBirthPhysics
b6e43139 UseTargetAsCaster
c592ad55 UseTargetingRefactor
41ffb9cd UseWadBinaries
f4729554 UseableData
e4f5f2ff UsesSkinVo
403893b4 UsesSoftParticles
264afd39 UvMode
f6989fe1 UvParallaxScale
968279e0 UvRotation
eddebb48 UvScale
cd124686 UvScaleMult
189cbd4b UvScroll
eb3aefe7 UvScrollAlphaMult
a6630e0a UvScrollClamp
7ac3b8a0 UvScrollClampMult
91d9200d UvScrollMult
ce228591 UvScrollRate
21585c73 UvScrollRate0
20585ae0 UvScrollRate1
5c19b99b UvScrollRateMult
aaa9488d UvScrolling
769be1af UvTransformCenter
387c77b1 UvTransformCenterMult
fc926160 VScrolling
dae0c6f9 ValidBuffs
39f7fe5a ValidGoldSource
425ed3ca Value
7647b421 Value1
7347af68 Value2
9da861c2 ValueElement
34474c3b Values
8a25e7be Var
e96e58d2 VarTable
7c7f058b VayneCondemnBugFix
32741c32 Velocity
0bad81a4 VelocityDelta
4f4ccf52 VertexShader
12804f14 VerticalAlignment
018bb815 VerticalFacing
f54aa658 VerticalOffset
6b1b4e23 VfxBrighterInFowAsDisabledFow
9fb0e5e5 VfxResourceResolver
2adc883e VfxSystem
73f9c3e6 VictoryBannerSound
d25da809 VictoryMusicId
4eb9a495 VideoAssets
080bb6b9 VideoEncoding
643fd448 VideoPrefix
8ae2a6b7 ViewPaneDefinition
30462fc4 VintageCutoffDate
9554002c Viscosity
44596cb6 VisibilityAnyToAny
a0c70f80 VisibilityComponent
0dc74f32 VisibilityMode
fd01a9d3 VisibilityRadius
b27bdbb2 VisibleSelectionName
28412914 VoBank
11f6313b VoBankAssetPath
99f78103 VoBankPath
3b13aa4b VoiceOver
4d0005ef VoiceOverOnCreateDefault
51905b09 VoiceOverOnCreateName
77237233 VoiceOverOverride
de8bc5db VoiceOverPersistentDefault
174f3d35 VoiceOverPersistentName
cb56883f VolumeSliderBar
54ac8438 VolumeText
43ef53a1 VoteEmptyColor
bbfe765d VoteNocolor
52b48ed8 VoteTimeout
66b252bd WakeUpRange
1503d8f1 WallOrientation
7c81c34f WallRotation
b68c7d1f WardSkinId
a1aafc4c WaterColoration
7eb7e9f1 WaterDrake
afffad98 WeaponMaterialCrit
d3a1950d WeaponMaterials
6747c0fa Wh
1414f107 Wind
4b92c1ec WindingToCull
45dc64bd WindowLength
fbc4e7a0 WindowPlacementData
eb9a4e0f WorldAcceleration
d7753b40 WorldOffset
6a093406 WrappingMode
93ccad07 WriteA
94ccae9a WriteB
6fbad091 WriteDepth
91cca9e1 WriteG
ba5121ec WriteMask
84cc956a WriteR
7a2bb090 WriteStencil
ac249bdc XPercent
58637fda Xy
4680d4dd YPercent
62a9e268 Yaw
0390dc47 Zone
6bf0f1e8 ZoomEase
8760e377 ZoomInEase
a583c2dc ZoomInTime
628c75ac ZoomOutEase
518c0cdf ZoomOutTime
de8a2d11 arOverrideMediumPipName
85186816 bHaveAfterEffect
90f34e62 bHaveHitBone
f47a22e5 bHaveHitEffect
0e4063a6 bHavePointEffect
8f422139 bIsToggleSpell
b66d7a66 bLineMissileBounces
008d99dc bLineMissileUsesAccelerationForBounce
24575496 bState
72b53dec mAbbreviation
e27abe56 mAbilities
5b98619f mAbilityHasteMod
87a69a5e mAbilityNameTra
4de182f6 mAbilityResource
9dd4fd78 mAbilitySlotCc
82ff2d4c mAcceleration
f96f7eec mAccelerationTimeKeyboard
e1be9c3c mAccelerationTimeMouse
d19fc537 mAce
37da3f30 mActionFxTable
6b16a829 mActionName
3b1ff3c3 mActions
558ee421 mActivatedBuffName
0e01ef72 mActive
0d7023d6 mActiveDate
ad2e2a48 mAdaptiveForceAbilityPowerScale
a14895aa mAdaptiveForceAttackDamageScale
17a0928f mAdaptiveForceToAbilityPowerWeight
77612336 mAddedBuildFrom
81e8e29b mAdditionalBarTextureUvs
1ede8603 mAdditionalIconOffset
43bdc82b mAdditionalOffsets
82725f30 mAdditionalResourceResolvers
cc7f8933 mAdminDescription
9119fdbf mAffectsStatusFlags
46699114 mAffectsStatusOverride
ecf3f88d mAffectsTypeFlags
a204c90a mAffectsTypeOverride
b579b7e8 mAffinities
d6bcfef6 mAfterEffectKey
9747846c mAfterEffectName
d8555bf7 mAggroEffect
d13c22ef mAggroIndicator
e48ccf56 mAiData
f3a53c83 mAkaliWMissileMaterialReference
f0e4d6cd mAlignment
9dd694b8 mAllChatColor
10f0ebeb mAllItemsSet
14306705 mAllShieldColor
f52372ca mAllStartingItemIds
fe38cfb2 mAllowDynamicVisibility
2e1300de mAllowRespawnMods
879172b4 mAllowedSubStyles
274ff989 mAllyColor
683ae1b9 mAllyEventName
8438af38 mAllyFacingDetectionRange
64b3419c mAllyParams
c1846e3c mAlpha
6edce6d7 mAlphaTexture
697137a5 mAltRecommendations
c7c088eb mAlternateAssets
44b7e8dd mAlternateName
ce811b31 mAlternateSpellAssets
7e3c103c mAmmoCountHiddenInUi
a1d133c1 mAmmoNotAffectedByCdr
da94bd02 mAmmoRechargeTime
8c5d1f1f mAmmoUsed
8e346fe4 mAmount
a43f7425 mAmountVar
8d9e8475 mAmplitude
327c6b19 mAnchor
1727ea25 mAnchorOptional
8d3bc872 mAnchorToRightOfHealthBar
e3dd17de mAnchors
76556b86 mAngleLineToEndpointHeight
3aaab7a5 mAngularVelocity
cb911557 mAnimatedColorWithDistance
2519f0d8 mAnimatedTextQueueDelay
523eb73c mAnimationAction
53e689d0 mAnimationDelayTime
0329f1d7 mAnimationFilePath
ccc2f9fe mAnimationGraphData
89d34040 mAnimationInterruptionGroupNames
c1448423 mAnimationLeadOutName
0dd57127 mAnimationLoopName
fbd16fb5 mAnimationName
58ea7ca1 mAnimationNameHash
30b2f4b2 mAnimationNames
b49f754e mAnimationResourceData
147f071c mAnimationVariants
eefcf01b mAnimationWinddownName
be7340e7 mAnimationWindownName
48c4a837 mAnnouncementData
b2bc22d9 mApplyAttackDamage
0b720c29 mApplyAttackEffect
a4b8b264 mApplyMaterialOnHitSound
ab035ac3 mArmorShred
19d6aa6a mArrivalEffectFile
8e5b9dba mAssetFilenames
1547505b mAssetName
2be1065d mAssociatedChampion
e9673baf mAtlas
fd692c6e mAtlased
8bc3a8db mAttachToCamera
6d146baf mAttachmentBone
2b9afbf2 mAttackCastTime
f8f757cc mAttackDelayCastOffsetPercent
e4d66086 mAttackDelayCastOffsetPercentAttackSpeedRatio
844b3f31 mAttackDelayOffsetPercent
147de9df mAttackName
5d75bf7b mAttackProbability
9996b1bf mAttackTotalTime
96bba8b8 mAttribute
146ab791 mAttributes
ddac2570 mAudioAction
421526d5 mAudioBanks
c28533dd mAutoAttackMinPostCastLockoutDeltaTimeSec
98aee252 mAutoAttackMinPreCastLockoutDeltaTimeSec
92368c91 mAutoRect
e3b051db mAutoRedeem
5cefa10a mAutoattackCastTimeCalculation
2258a9fc mAvatarBlurPassCount
a979fa94 mAvatarColor
f4ac7e9f mAvatarColorFactor
926099c4 mAvatarLevelRequired
531fd800 mAvatarSize
de97ba5a mBackdrop
5cf701ad mBackdropColor
2c76b812 mBackdropElement
6d0a5bb0 mBadges
7b3ac8d0 mBarColor
13bac92f mBarElement
8ce87672 mBarOffset
bd132bec mBarTextureUvs
750af35d mBase
b70ad8f0 mBaseColor
e40bac02 mBaseExperienceMultiplier
deface50 mBaseItemIds
2c0e2bf7 mBaseItems
6d3ccfd7 mBaseP
11fe674c mBaseTexture
13deb887 mBaseTextureName
1ee85e57 mBasicAttackCalculation
a9bd9145 mBasicAttackIconTextureName
d45614c7 mBeam
dfccb378 mBehaviorTreeConfig
17f26f6c mBelongsToAvatar
1ff7574d mBias
572d65ab mBinaryFile
8c784fc7 mBirthTilingSize
241fa333 mBlendDataList
309113ad mBlendDataTable
7a341a3a mBlendFlags
df2f42a9 mBlendInTime
9ae6020c mBlendMode
a8c578b4 mBlendOutTime
39d1e89a mBlendTime
f4018e7f mBlendWeight
9b9b0ca0 mBlnd2GdsMap
b240e461 mBlockLevel
79131e8e mBlocks
eb880965 mBoneName
9aa8a88d mBook
ecb7d556 mBoolDriver
cdfc3c4e mBorderLeftTextureUvs
ffd5aeb1 mBorderMidTextureUvs
81707381 mBorderOffset
e70bbea9 mBorderRightTextureUvs
f0696c0b mBotOverrideSet
5af53485 mBottomFraction
f3238a32 mBottomlineTra
a2623a40 mBountyIndicator
1dc22cd4 mBracket
5115253c mBracketTraKey
7b5d1934 mBreakpoints
890163aa mBrushCursor
7f0f5a79 mBuff
d7e2c71d mBuffAttributeFlag
47fff22a mBuffAttributeFlags
f1c99bd1 mBuffComparisons
7b4f9929 mBuffData
02490112 mBuffName
6eac7015 mBuffScriptName
ca93d232 mBuffSpellObject
f68b3a51 mBuffTimerSimulationType
41fe3d28 mBuffVfxSpawnConditions
0f2abdbe mBuffs
614e7a4d mBuildDepth
0bfd5c3e mCacs
dca91c56 mCalculations
114b9d60 mCampId
61a2c496 mCampIsAlive
8a2a7466 mCampName
d1dbada1 mCanBeSold
3f8bc625 mCanMoveWhileChanneling
0ded166a mCanQueueWhileOnCooldown
df650aa8 mCanSidegrade
b653f849 mCanTriggerChargeSpellWhileDisabled
5a1a9490 mCancelChargeOnRecastTime
551b248c mCantCancelWhileChanneling
e321919c mCantCancelWhileWindingUp
f475ad10 mCardConfig
59447d06 mCardType
346391b2 mCarouselData
1e53f13e mCascadeBlendValue
0166abbf mCastRangeGrowthDuration
bcaeb6d3 mCastRangeGrowthMax
a4c1dfb0 mCastRangeGrowthStartTime
37b0d72b mCastRequirementsCaster
c1cff9a6 mCastRequirementsTarget
90fb0576 mCastTime
856a86cf mCastTimePercent
3a7f083f mCastType
52812481 mCatalogEntry
ccf99b44 mCategories
8e257510 mCategory
9a4bd893 mCategoryName
708df348 mCcScoreMultipliers
886fc197 mCeiling
2a32f892 mCenterArrowToEndPoint
5ae012cf mChampion
4d2be76a mChampionDoubleResource
89fae18d mChampionEvent
bc169602 mChampionId
79b5254d mChampionIndicatorEnabled
63477860 mChampionItemRecommendations
0e7af56c mChampionLists
173c0193 mChampionSingleResource
b6401dfc mChampionSingleResourceInvulnerable
cabd7df4 mChampions
4628a916 mChangeAnimationMidPlay
c86a2a45 mChangeAnimationMidPlayback
18f49087 mChannelDuration
a54ff456 mChannelIsInterruptedByAttacking
6083fb6f mChannelIsInterruptedByDisables
b4ff0e30 mChaos
718ad5c9 mChaosChatColor
f91645c7 mChaosColor
715b6117 mCharacter
3926ca85 mCharacterCalculations
61f4fb27 mCharacterLevel
ff675dd4 mCharacterName
bb13b87e mCharacterPassiveBuffs
e96f0412 mCharacterPassiveSpell
f3e8e24f mCharacterType
b259b11e mCharacterVoGlobalCooldown
d6da506c mCharacters
f7141f28 mChargeUpdateInterval
1d7a5898 mChatBubble
ce4258fe mChatData
80d0bd56 mChatMessageDefault
8faf5c98 mChatMessageExtended
fee239b2 mChatVoThrottleCounterDecayTime
db01d196 mChatVoThrottleCounterThreshold
e09c4e58 mCheatMenuData
41a8f652 mCheatMenuUiData
a33a35b5 mCheatPages
792c6224 mCheats
dde40707 mChildAnimDelaySwitchTime
20e6065b mChildCondition
f21bb0f8 mChildConditions
82f13684 mChildMissileSpell
c354d821 mChildSpells
2db18650 mChoices
4f98e5c6 mChoicesMap
55d8daee mChooseRandomValidRule
18a41fd1 mCircleMissileAngularVelocity
515b8d80 mCircleMissileRadialVelocity
e66084ec mClashLogoColorId
f314571b mClashLogoId
e203545a mClickableToEnable
048557ff mClientData
4919fc7d mClientSideItemInventory
51a0edca mClipDataList
45e122f8 mClipDataMap
053e3c23 mClipId
dc6462fe mClipIndexList
ca2b847d mClipName
078cafd9 mClipNameList
bf8e5f89 mCloseButtonDefinition
1e358a8d mClubTagChaosChatColor
94d46741 mClubTagEnemyChatColor
0d9c7588 mClubTagFriendlyChatColor
1dd8e5e0 mClubTagNeutralChatColor
a08fcf9d mClubTagOrderChatColor
6bbd29eb mClubText
295c2889 mCoefficient
d7141e61 mCoefficient2
5371e38f mColor
d01eb2c2 mColorId
cc3ab98c mColorName
d651c3bc mColorOff
b60f7f4a mColorOn
e1aca712 mColorblind
65872706 mColorblindTextureName
b502f962 mColorizationPostEffect
fd870d28 mCombat
a35db49d mCombatArrival
f84a6a84 mCombatDeparture
022b1787 mCombatRecapData
4c6c255f mCombatTextOverride
32f22728 mCompareOp
cc5f418e mComparisonByLevel
c4968b57 mCompletedItemMatrix
174dfc9b mComponentBuffs
af6d509c mComponents
8b83ba8a mComposition
308238bd mCondition
2329eec5 mConditionFloatPairDataList
8eaf0f33 mConditionRelationship
006fde67 mConditionalGameCalculation
ddec9acf mConditionalSpellCalculation
87a1efcc mConditionalVfxData
2aff6c4a mConditions
2587fd55 mConfirmButtonDefinition
